| 2160001336 |      894 |     10049 |    10043 | 青岛海龙腾飞国际物流有限公司               | 1000.00 |      1000.00 | 2016-11-10 15:40:00 |
| 2160001338 |      896 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1450.00 |      1450.00 | 2016-11-08 14:20:47 |
| 2160001339 |      897 |     10019 |    10017 | 青岛中外运物流有限公司                     | 2500.00 |      2500.00 | 2016-11-08 12:14:38 |
| 2160001340 |      898 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1250.00 |      1250.00 | 2016-11-08 17:56:45 |
| 2160001342 |      900 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1300.00 |      1300.00 | 2016-11-10 09:59:33 |
| 2160001348 |      906 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1800.00 |      1800.00 | 2016-11-10 16:31:01 |
| 2160001360 |      918 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1000.00 |         NULL | 2016-11-09 15:57:00 |
| 2160001361 |      919 |     10019 |    10017 | 青岛中外运物流有限公司                     | 3800.00 |      3800.00 | 2016-11-10 09:44:38 |
| 2160001362 |      920 |     10019 |    10017 | 青岛中外运物流有限公司                     | 2100.00 |      2100.00 | 2016-11-10 01:34:57 |
| 2160001363 |      921 |     10019 |    10017 | 青岛中外运物流有限公司                     | 2330.00 |      2330.00 | 2016-11-10 17:07:02 |
| 2160001364 |      922 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1000.00 |      1000.00 | 2016-11-09 12:04:24 |
| 2160001372 |      929 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1000.00 |      1000.00 | 2016-11-09 12:05:00 |
| 2160001385 |      933 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1150.00 |      1150.00 | 2016-11-10 22:25:35 |
| 2160001399 |      943 |     10019 |    10017 | 青岛中外运物流有限公司                     | 2200.00 |      2200.00 | 2016-11-12 17:05:30 |
| 2160001473 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-10 17:16:25 |
| 2160001474 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-12 10:57:29 |
| 2160001475 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 16:45:52 |
| 2160001476 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-12 09:17:19 |
| 2160001478 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 16:42:25 |
| 2160001479 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-10 17:18:52 |
| 2160001480 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 16:14:59 |
| 2160001481 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 14:21:38 |
| 2160001482 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 08:51:00 |
| 2160001483 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-10 22:26:13 |
| 2160001484 |      957 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-11 20:04:01 |
| 2160001504 |      965 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1300.00 |      1300.00 | 2016-11-11 08:51:32 |
| 2160001510 |      970 |     10019 |    10017 | 青岛中外运物流有限公司                     | 2200.00 |      2200.00 | 2016-11-13 07:21:12 |
| 2160001511 |      971 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1250.00 |      1250.00 | 2016-11-11 16:43:30 |
| 2160001525 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-12 12:40:22 |
| 2160001526 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 17:11:27 |
| 2160001527 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-12 11:09:26 |
| 2160001528 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 16:39:21 |
| 2160001529 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 07:55:07 |
| 2160001530 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 19:31:10 |
| 2160001538 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 21:20:41 |
| 2160001539 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 16:39:25 |
| 2160001540 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 14:46:04 |
| 2160001543 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-12 09:56:51 |
| 2160001544 |      977 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1700.00 |      1700.00 | 2016-11-13 18:41:05 |
| 2160001545 |      978 |     10049 |    10043 | 青岛海龙腾飞国际物流有限公司               | 1300.00 |      1020.00 | 2016-11-12 17:46:06 |
| 2160001547 |      980 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1300.00 |      1300.00 | 2016-11-13 07:54:52 |
| 2160001548 |      981 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1400.00 |      1400.00 | 2016-11-12 11:09:43 |
| 2160001549 |      982 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1250.00 |      1250.00 | 2016-11-12 12:40:35 |
| 2160001558 |      991 |     10019 |    10017 | 青岛中外运物流有限公司                     | 1000.00 |      1000.00 | 2016-11-14 09:00:33 |
